Text,all_locs,display_name,address_type,lat,lon,bounding_box
"Mr. Hamilton stated that he had received various communications on the subject of the potato disease, from different quarters; and, among the rest, from Mr. George Macartney, Lissanore Casile, County Antrim, stating that the disease existed to a great extent in that district, and that the great butk of the crop was already injured most materially. He had considered the subject attentively himself, and he felt called upon to say that he thought the council bound to make every inquiry, and to afford every information and assistance in their power, not only to the public, but to the government of the country also, upon such an important subject.","['County Antrim', None, 'County Antrim, Ireland']","County Antrim, Northern Ireland / Tuaisceart Éireann, United Kingdom",county,54.864725500000006,-6.143637910742768,"['54.4772774', '55.3130865', '-6.6689889', '-5.6879630']"
"The returns which they had already received from the local societies, though they were not as full and satisfactory as could be desired, yet were conclusive on this one point, namely—that a large portion of the staple food of the country, he would not say one-half the crop, was already destroyed, and that the remainder was in jeopardy. He had written to his own steward, Mr. William Love, who superintended large farms in the counties of Dublin and Kildare, for information, and he had reported to him as follows:—","['Dublin', None, 'Dublin, Ireland']","Dublin, County Dublin, Leinster, Éire / Ireland",city,53.3493795,-6.2605593,"['53.2987342', '53.4105416', '-6.3870259', '-6.1148829']"
"The secretary also stated, that Professor Kane had attended that day, in company with Professors Playfair and Lindley, who had just arrived from London, by orders of the government, to be associated with him in the series of experiments which he was then making on the subject, under the directions of the society, and that they were ready and willing to receive every advice and assistance on the subject; that they were anxious to conduct the experiments at the Eoyal Dublin Society House, Kildare-street, on a most extensive scale; and for this purpose it was most desirable that the persons interested in their success should supply them with as large a stock of the diseased article as possible, and as many varieties, and from as many different localities as would be convenient.","['London', None, 'London, Ireland']","London, Greater London, England, United Kingdom",city,51.5074456,-0.1277653,"['51.2867601', '51.6918741', '-0.5103751', '0.3340155']"
"DISEASE IN THE POTATO CROP Farmers Gazette, October 25"", 1845, page 425","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"SiB—I regret to say that the disease, whatever it is, has come amongst the potato crop in this locality, and, from all I hear, is, I much fear, very general. The farmers and labourers are in a great state of anxiety; and I really can compare their expressions to nothing but the remembrance of what they endured under the infliction of the cholera. Potatoes being their all, their sole subsistence—if they fail, the people look in terror to a famine. For what has already suffered, there is no remedy; and our only hope is to preserve what may be yet uninfected. From what I have read, and principally in your GAZETTE, I would presume to offer my opinion on the best mode of proceeding now; and I would say, pull (not out) all the stalks, spread from thirty to forty barrels of lime per acre on the crop, and dig out. The hot lime will accelerate decomposition in those affected, and make them more easily known. Separate the sound from the unsound, and pit the unsound. To preserve these in their present state for future use and next year's seed, is a great object. It is recommended to put layers of compost of lime and dry earth: I would try this with some; with other pits I would try layers of salt. We know, in other matters, such as meat and hay, it is an antiseptic; and that cabbage is preserved in Germany by placing layers of rock salt between each layer of cut cabbage, which otherwise would decompose and rot in a short time. In other pits I would recommend layers of charcoal: this will, I know, prevent decay. I have sent game, in which bits of charcoal were put, a long distance, and they arrived quite sound. Pieces of charcoal were put into a cellar or bran, which was getting unsound, and it has been brought into a state of perfect sweetness by them. Peat mould is an antiseptic; and bodies of animals have been found in bogs undecomposed. Perhaps by filling the interstices between the potatoes in the pits with peat mould—from the turf heap—future decomposition might be prevented, Agriculturists are now like the physicians, when first (and I may say last) the cholera visited the land, certain of no remedy, but desirous to try every one likely to succeed. Professor Kane's opinion would be of great value; but every remedy","['Germany', None, 'Germany, Ireland']",Deutschland,country,51.1638175,10.4478313,"['47.2701114', '55.0991610', '5.8663153', '15.0419309']"
"Farmers Gazette, October 25"", 1845, page 425","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Farmers Gazette, October 25h, 1845, page 425","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Yours, &c., F. S. T., Athy, October 19, 1845.","['Athy', None, 'Athy, Ireland']","Athy, County Kildare, Leinster, Éire / Ireland",town,52.9923938,-6.9835926,"['52.9765828', '53.0072333', '-7.0029660', '-6.9590374']"
"Farmers Gazette, October 25th 1845, page 425","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Farmers Gazette, October 25'"", 1845, page 425","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"siR—I regret to inform you that the outcry and lamentations in this vicinity are awful with regard to the potato rot, which I regret to say is spread all over this district. I have over thirty-six Irish acres wholly destroyed, and I have heard of it all about. I really think that you and all the newspapers in Dublin should direct the attention of government to the frightful consequences to ensue, if some plans are not adopted to secure for our unfortunate country people, whose whole is the potato. The government should I think stop the distilleries, or take some such step, or the consequences may be disastrous, and are awful to contemplate. I write for your information, but of course my name is at your command.—With sincere respect for your exertions in the farmers’ cause.","['Dublin', None, 'Dublin, Ireland']","Dublin, County Dublin, Leinster, Éire / Ireland",city,53.3493795,-6.2605593,"['53.2987342', '53.4105416', '-6.3870259', '-6.1148829']"
"I remain, yours, GODFREY HOGG, J.P., Strokestown, Oct. 22, 1845.","['J.P.', 'J.P., Strokestown', 'J.P., Ireland']","J.P., Chivasing, Morobe, Momase Region, Papua Niugini",residential,-6.595389750000001,146.59049586822272,"['-6.5968263', '-6.5937646', '146.5898245', '146.5919781']"
"I remain, yours, GODFREY HOGG, J.P., Strokestown, Oct. 22, 1845.","['Strokestown', None, 'Strokestown, Ireland']","Strokestown, Strokestown ED, Boyle Municipal District, County Roscommon, Connacht, Éire / Ireland",town,53.7766267,-8.1022177,"['53.7652220', '53.7849565', '-8.1247402', '-8.0890212']"
"ROYAL AGRICULTURAL IMPBOVEMESI SOCIETY OF IRELAND THURSDAY, OCTOBER 30, 1845—WEEKLY MEETING OF THE COUNCIL.","['IRELAND', None, 'IRELAND, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Farmers Gazette, October 25"", 1845, page 425","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Present—Geo. A. Hamilton, Esq., M.P., in the chair; AVm. B. Wade, George Moore, William Owen, Thomas Ball, John Boss Mahon, William Jones Arm. strong, Charles fioper, J. B. Bankhead, Wm. Donnelly, George Roe, and Gustavus","['Esq', None, 'Esq, Ireland']",,,,,
"OQ  Lambert, Esqrs., members of the council; Patrick Corbally, Robert Cassidy, John Sproule, Samuel Winter, and Pierce Mahony, Esqrs., members of the society.","['Esqrs', None, 'Esqrs, Ireland']",,,,,
"OQ  Lambert, Esqrs., members of the council; Patrick Corbally, Robert Cassidy, John Sproule, Samuel Winter, and Pierce Mahony, Esqrs., members of the society.","['Esqrs', None, 'Esqrs, Ireland']",,,,,
"A report was read, from Thomas Butler, Esq., of a sub-committee which was appointed at Ballinasloe, for the purpose of establishing a society for the promotion and encouragement of chemistry as applied to agriculture, similar to that which now existed in Scotland.","['Scotland', None, 'Scotland, Ireland']","Alba / Scotland, United Kingdom",state,56.7861112,-4.1140518,"['54.4339831', '61.0610000', '-14.0155170', '-0.3209221']"
"A letter was also read from Professor Johnston, of Durham, requesting to be made acquainted with the proceedings of the society on the subject, and suggesting a system of mutual co-operation, which might be of great service in the present emergency.","['Durham', None, 'Durham, Ireland']","County Durham, North East, England, United Kingdom",county,54.666667,-1.75,"['54.4514765', '54.9186925', '-2.3557375', '-1.2396918']"
"Also from Mr. Hudson, secretary to the Royal Agricultural Society of England, stating that it was the intention of their president, Lord Portman, to come to London, in the course of the ensuing month, to hold a meeting of their society for the purpose of investigating the subject.","['London', None, 'London, Ireland']","London, Greater London, England, United Kingdom",city,51.5074456,-0.1277653,"['51.2867601', '51.6918741', '-0.5103751', '0.3340155']"
"A communication was also read from the Lord Lieutenant, enclosing a letter detailing the ""results of some experiments tried with lime waters on diseased potatoes by the Queen's gardener at Windsor. Also from John Dillon Croker, Esq., Mallow, enclosing sonie excellent specimens of bread made partly from potatoes and partly from common flour. Also from William Phibbs, Esc., Seafield, Sligo, enclosing a report from Mr. Cooper of Markree, on the subjects; all which communications, together with various others were referred to the subcommittee for consideration and selection.","['Windsor', None, 'Windsor, Ireland']","Windsor, Ontario, N9A 3A8, Canada",city,42.3167397,-83.0373389,"['42.1567397', '42.4767397', '-83.1973389', '-82.8773389']"
"A communication was also read from the Lord Lieutenant, enclosing a letter detailing the ""results of some experiments tried with lime waters on diseased potatoes by the Queen's gardener at Windsor. Also from John Dillon Croker, Esq., Mallow, enclosing sonie excellent specimens of bread made partly from potatoes and partly from common flour. Also from William Phibbs, Esc., Seafield, Sligo, enclosing a report from Mr. Cooper of Markree, on the subjects; all which communications, together with various others were referred to the subcommittee for consideration and selection.","['Esq', None, 'Esq, Ireland']",,,,,
"A communication was also read from the Lord Lieutenant, enclosing a letter detailing the ""results of some experiments tried with lime waters on diseased potatoes by the Queen's gardener at Windsor. Also from John Dillon Croker, Esq., Mallow, enclosing sonie excellent specimens of bread made partly from potatoes and partly from common flour. Also from William Phibbs, Esc., Seafield, Sligo, enclosing a report from Mr. Cooper of Markree, on the subjects; all which communications, together with various others were referred to the subcommittee for consideration and selection.","['Seafield', 'Seafield, Sligo', 'Seafield, Ireland']","Seafield, Craigentinny/Meadowbank, City of Edinburgh, Alba / Scotland, EH6 7LQ, United Kingdom",neighbourhood,55.9688139,-3.1434884,"['55.9588139', '55.9788139', '-3.1534884', '-3.1334884']"
"A communication was also read from the Lord Lieutenant, enclosing a letter detailing the ""results of some experiments tried with lime waters on diseased potatoes by the Queen's gardener at Windsor. Also from John Dillon Croker, Esq., Mallow, enclosing sonie excellent specimens of bread made partly from potatoes and partly from common flour. Also from William Phibbs, Esc., Seafield, Sligo, enclosing a report from Mr. Cooper of Markree, on the subjects; all which communications, together with various others were referred to the subcommittee for consideration and selection.","['Sligo', None, 'Sligo, Ireland']","County Sligo, Connacht, Éire / Ireland",county,54.19298605,-8.7305426729522,"['53.9130079', '54.4729961', '-9.1365905', '-8.1529972']"
"The secretary stated that he had received numerous returns from the local societies in reply to the last circular which he had addressed to them. These returns admitted the existence of the disease more or less in every locality, with exception of part of the counties of Ros-common and Donegal, which","['Donegal', None, 'Donegal, Ireland']","Donegal, County Donegal, Ulster, Éire / Ireland",town,54.6537924,-8.1102616,"['54.6407394', '54.6643967', '-8.1242363', '-8.0867256']"
"92  appeared to be as yet free from it, and he was busily engaged in digesting the evidence as it came in, in order to submit it to the government, ann to the commissioners who were now sitting in Dublin for the purpose of investigating the subjects.","['Dublin', None, 'Dublin, Ireland']","Dublin, County Dublin, Leinster, Éire / Ireland",city,53.3493795,-6.2605593,"['53.2987342', '53.4105416', '-6.3870259', '-6.1148829']"
"He had also received a letter from D. J. Wilson, Esq., of Belvoir, in the county of Clare, stating that it was the general opinion in that quarter, that the disease had received a check, and that it was on the decline. This feeling had given rise to the utmost satisfaction all through the district; and the fine weather now prevailing, led them to hope that the remainder of the crop would not be so much injured as was at first anticipated.","['Belvoir', None, 'Belvoir, Ireland']","Belvoir, Montbéliard, Doubs, Bourgogne-Franche-Comté, France métropolitaine, 25430, France",village,47.3181471,6.6046229,"['47.2967758', '47.3398239', '6.5927393', '6.6376656']"
"It being the general opinion of the Council, that few things were more wanted in the present emergency, than proper readiness for grinding the potatoes, in order to extract the farina, or potato flour out of them; and it being desirable that an instrument should be procured at as cheap a rate as possible, for the purpose of meeting the wants of the poorer class of farmers, as well as the larger class of proprietors and manufacturers; it was determined to offer two premiums of ten guineas each, for the same: the first premium to be offered for the cheapest and best machine for the purpose, as the one best adapted to the smaller class of farmers ; and the second prize for the best machine generally, without any restriction as to price or class of person. It was also required that these machines, with the prices attached to each, should be deposited with the secretary of the society, in Sackville-street, on or before Thursday next, the 6th of November; and that the successful competitors should be bound to deliver any number of them, as required, at the prices that would be affixed thereto respectively.","['Sackville', None, 'Sackville, Ireland']","Sackville, Sackville Parish, Westmorland County, New Brunswick / Nouveau-Brunswick, Canada",town,45.8999177,-64.3655256,"['45.8675290', '45.9690037', '-64.4562782', '-64.3139846']"
"O  employing the public money better, or of affording rnore practical and immediate relief to the working classes, than by the adoption, by government, of a system of general drainage of the kind, free from all the trammels of private and individual interests which clog and obstruct the working of the present system; and, moreover, that it was an essential preliminary to improved husbandry in general, and more particularly to the system of thorough drainage of the land, so much advocated by the society, and now in such general practice throughout Ireland. For these reasons therefore it was—","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"LETTER TO HIS EXCELLENCY WILLLAM B. HEYTESBURY, LORD LIEUTENANT OF IRELAND","['IRELAND', None, 'IRELAND, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Farmers Gazette, November 1°', 1845, page 437","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Mr. Beamish exhibited the plan of a hurdle, two feet to two and a half in height, a sufficient number of which are to be laid two and two together, connected at top and separated at bottom, so as to form a flue the entire length of the bottom of the potato pit, which is to be made about eight feet wide (including the width of the flue) to be brought up to a point at top, covered with straw and thatched in the same manner as a hay rick. This was found in Scotland to be the best mode of preserving the turnips, and would most certainly be found of some efficacy in","['Scotland', None, 'Scotland, Ireland']","Alba / Scotland, United Kingdom",state,56.7861112,-4.1140518,"['54.4339831', '61.0610000', '-14.0155170', '-0.3209221']"
"Mr. Tim Murthy, a practical farmer, tenant to Mr. C. Beamish, said, that his object in attending the dinner was to learn the best mode of. saving the potatoes. He had forty acres of them, and three-fourths ere gone. He was no alarmist, nor did he wish to create any uneasiness in the public mind, but it was j to their central Board. necessary to state facts, and see what was best to be England: and ridone. He had the honor to address the wealth and talent of their great county that evening, and he expected he would have heard something better than that of making farina for the poor. He believed they could never induce the poor to convert potatoes into farina; they were not prepared for it, and it could not be done. The season was advancing, the potatoes should be dug, and what were they todo ? At all times potatoes were likely to rot in pits, if dug in wet, weather. He advised, as the best means to secure them, to dig in dry weather, and have two women to pick the potatoes after every man, separating such as appeared to be unsound. He understood that potatoes were being exported from Ireland — corn was rising — the price was remunerative— it would be sold and exported too.","['England', None, 'England, Ireland']","England, United Kingdom",state,52.5310214,-1.2649062,"['49.6740000', '55.9170000', '-6.7047494', '2.0919117']"
"Mr. Tim Murthy, a practical farmer, tenant to Mr. C. Beamish, said, that his object in attending the dinner was to learn the best mode of. saving the potatoes. He had forty acres of them, and three-fourths ere gone. He was no alarmist, nor did he wish to create any uneasiness in the public mind, but it was j to their central Board. necessary to state facts, and see what was best to be England: and ridone. He had the honor to address the wealth and talent of their great county that evening, and he expected he would have heard something better than that of making farina for the poor. He believed they could never induce the poor to convert potatoes into farina; they were not prepared for it, and it could not be done. The season was advancing, the potatoes should be dug, and what were they todo ? At all times potatoes were likely to rot in pits, if dug in wet, weather. He advised, as the best means to secure them, to dig in dry weather, and have two women to pick the potatoes after every man, separating such as appeared to be unsound. He understood that potatoes were being exported from Ireland — corn was rising — the price was remunerative— it would be sold and exported too.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"What were they to do ? Their esteemed chairman had set an example; his noble father had set many, he was the first in the county to raise the price of labour of the poor. Their chairman had succeeded in laying the first railroad in the south of Ireland, an act worthy of the noble family of which he was a member. He wished landlords would induce their tenantry not to dispose of their corn for the present, but hold it over, and to effect this the tenantry should not be pressed for the rent; 30s. per barrel was a fair price, and the tenants would be induced to sell, and if the potatoes became short, what would they then have to feed on ? Mr. Beamish boasted of the Scotch landlords, but let it never be said that the Irish Landlords were inferior to the Landlords of Scotland.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"What were they to do ? Their esteemed chairman had set an example; his noble father had set many, he was the first in the county to raise the price of labour of the poor. Their chairman had succeeded in laying the first railroad in the south of Ireland, an act worthy of the noble family of which he was a member. He wished landlords would induce their tenantry not to dispose of their corn for the present, but hold it over, and to effect this the tenantry should not be pressed for the rent; 30s. per barrel was a fair price, and the tenants would be induced to sell, and if the potatoes became short, what would they then have to feed on ? Mr. Beamish boasted of the Scotch landlords, but let it never be said that the Irish Landlords were inferior to the Landlords of Scotland.","['Scotland', None, 'Scotland, Ireland']","Alba / Scotland, United Kingdom",state,56.7861112,-4.1140518,"['54.4339831', '61.0610000', '-14.0155170', '-0.3209221']"
"The Chairman said there was much practical information detailed to them that evening by eminent men, but it was not enough to read that in, the newspapers; more was to be done. The country agricultural societies should meet and discuss the subject; and the landlords should impress the necessity of it on their tenantry. But who were the landlords of Ireland 2 On this subject there was much ignorance manifest in England; it being believed there that the landlords here were similar to those in England, while the contrary was the fact, and it should be made known. The tenants here in many cases, held under a class of landlords who were little better than themselves. He contended that two thirds of the land in Ireland were held in that way, and by a class who were, unable to advance the interests of their tenants. At the present crisis the damage to the potato crop should be ascertained, and the people instructed as to the best plan of preserving what was sound. He conceived that the Boards of Guardians throughout the country were fit persons to institute inquiries on the subject. Many of them were often engaged in discussing extraneous matter—others absented themselves from the responsibility: and he thought they would be better engaged in making inquiry as to the injury of the potato crop in their respective Unions, and reporting the result to their central Board. That was the coarse pursued in England, and it should be done here, but not in such a manner as to create alarm. He observed from the papers, that the subject had been warmly taken up the Board of Guardians at Fermoy. He hoped that other Unions wonld follow their example.","['England', None, 'England, Ireland']","England, United Kingdom",state,52.5310214,-1.2649062,"['49.6740000', '55.9170000', '-6.7047494', '2.0919117']"
"The Chairman said there was much practical information detailed to them that evening by eminent men, but it was not enough to read that in, the newspapers; more was to be done. The country agricultural societies should meet and discuss the subject; and the landlords should impress the necessity of it on their tenantry. But who were the landlords of Ireland 2 On this subject there was much ignorance manifest in England; it being believed there that the landlords here were similar to those in England, while the contrary was the fact, and it should be made known. The tenants here in many cases, held under a class of landlords who were little better than themselves. He contended that two thirds of the land in Ireland were held in that way, and by a class who were, unable to advance the interests of their tenants. At the present crisis the damage to the potato crop should be ascertained, and the people instructed as to the best plan of preserving what was sound. He conceived that the Boards of Guardians throughout the country were fit persons to institute inquiries on the subject. Many of them were often engaged in discussing extraneous matter—others absented themselves from the responsibility: and he thought they would be better engaged in making inquiry as to the injury of the potato crop in their respective Unions, and reporting the result to their central Board. That was the coarse pursued in England, and it should be done here, but not in such a manner as to create alarm. He observed from the papers, that the subject had been warmly taken up the Board of Guardians at Fermoy. He hoped that other Unions wonld follow their example.","['England', None, 'England, Ireland']","England, United Kingdom",state,52.5310214,-1.2649062,"['49.6740000', '55.9170000', '-6.7047494', '2.0919117']"
"The Chairman said there was much practical information detailed to them that evening by eminent men, but it was not enough to read that in, the newspapers; more was to be done. The country agricultural societies should meet and discuss the subject; and the landlords should impress the necessity of it on their tenantry. But who were the landlords of Ireland 2 On this subject there was much ignorance manifest in England; it being believed there that the landlords here were similar to those in England, while the contrary was the fact, and it should be made known. The tenants here in many cases, held under a class of landlords who were little better than themselves. He contended that two thirds of the land in Ireland were held in that way, and by a class who were, unable to advance the interests of their tenants. At the present crisis the damage to the potato crop should be ascertained, and the people instructed as to the best plan of preserving what was sound. He conceived that the Boards of Guardians throughout the country were fit persons to institute inquiries on the subject. Many of them were often engaged in discussing extraneous matter—others absented themselves from the responsibility: and he thought they would be better engaged in making inquiry as to the injury of the potato crop in their respective Unions, and reporting the result to their central Board. That was the coarse pursued in England, and it should be done here, but not in such a manner as to create alarm. He observed from the papers, that the subject had been warmly taken up the Board of Guardians at Fermoy. He hoped that other Unions wonld follow their example.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"The Chairman said there was much practical information detailed to them that evening by eminent men, but it was not enough to read that in, the newspapers; more was to be done. The country agricultural societies should meet and discuss the subject; and the landlords should impress the necessity of it on their tenantry. But who were the landlords of Ireland 2 On this subject there was much ignorance manifest in England; it being believed there that the landlords here were similar to those in England, while the contrary was the fact, and it should be made known. The tenants here in many cases, held under a class of landlords who were little better than themselves. He contended that two thirds of the land in Ireland were held in that way, and by a class who were, unable to advance the interests of their tenants. At the present crisis the damage to the potato crop should be ascertained, and the people instructed as to the best plan of preserving what was sound. He conceived that the Boards of Guardians throughout the country were fit persons to institute inquiries on the subject. Many of them were often engaged in discussing extraneous matter—others absented themselves from the responsibility: and he thought they would be better engaged in making inquiry as to the injury of the potato crop in their respective Unions, and reporting the result to their central Board. That was the coarse pursued in England, and it should be done here, but not in such a manner as to create alarm. He observed from the papers, that the subject had been warmly taken up the Board of Guardians at Fermoy. He hoped that other Unions wonld follow their example.","['England', None, 'England, Ireland']","England, United Kingdom",state,52.5310214,-1.2649062,"['49.6740000', '55.9170000', '-6.7047494', '2.0919117']"
"DISEASE IN THE POTATO CROP Farmers Gazette, November 1*', 1845, pages 441-442","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"98  valuable and widely-circulated paper. Although we have been silent here, I am disposed to believe, that in no other part of Ireland have they been visited more severe with that scourge than in this neighbourhood. I know of no farmer around me who is not loud in his wailing.","['Ireland', None, 'Ireland, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Wishing you every success in your exertions for the welfare of our country— Yours, &c., X. R. HAMILTON, Steward to J. G. Burgess, Esq. Parkanour Castle, Dungannon, Tyrone, October, 27, 1643. DISEASE IN POTATOES Farmers Gazette, November 1°', 1845, page 442 SIRI recommend the following to your notice for the disease in potatoes :-— Steep them for three or four hours in lime-water, let them dry, and pit or store them","['Dungannon', 'Dungannon, Tyrone', 'Dungannon, Ireland']","Dungannon, County Tyrone, Northern Ireland / Tuaisceart Éireann, BT70 1AR, United Kingdom",town,54.5039088,-6.7703622,"['54.4639088', '54.5439088', '-6.8103622', '-6.7303622']"
"Wishing you every success in your exertions for the welfare of our country— Yours, &c., X. R. HAMILTON, Steward to J. G. Burgess, Esq. Parkanour Castle, Dungannon, Tyrone, October, 27, 1643. DISEASE IN POTATOES Farmers Gazette, November 1°', 1845, page 442 SIRI recommend the following to your notice for the disease in potatoes :-— Steep them for three or four hours in lime-water, let them dry, and pit or store them","['Tyrone', None, 'Tyrone, Ireland']","County Tyrone, Northern Ireland / Tuaisceart Éireann, United Kingdom",county,54.6940525,-7.1677805,"['54.3253027', '54.9453362', '-7.9208904', '-6.4065902']"
"Wishing you every success in your exertions for the welfare of our country— Yours, &c., X. R. HAMILTON, Steward to J. G. Burgess, Esq. Parkanour Castle, Dungannon, Tyrone, October, 27, 1643. DISEASE IN POTATOES Farmers Gazette, November 1°', 1845, page 442 SIRI recommend the following to your notice for the disease in potatoes :-— Steep them for three or four hours in lime-water, let them dry, and pit or store them","['POTATOES Farmers Gazette', None, 'POTATOES Farmers Gazette, Ireland']",,,,,
"Farmers Gazette, November 1°‘, 1845, page 442","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Yours, &¢., E., Borrisokane, Oct. 22, 1845.","['Borrisokane', None, 'Borrisokane, Ireland']","Borrisokane, The Municipal District of Nenagh, County Tipperary, Munster, E45 P861, Éire / Ireland",town,52.9951117,-8.1274832,"['52.9860041', '53.0023640', '-8.1375014', '-8.1163439']"
"Farmers Gazette, November 1°, 1845, page 442","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Although scarcely a field has escaped, yet circumstances appear to modify its effects. I have seen several fields sheltered by a wood or hill, from the north east, that have not more than one-fortieth marked, while the crop in those open to the north and east, have suffered most severely, and lea sowing, particularly where ashes was used as manure, are nearly all destroyed. In this neighbourhood the cup potato has escaped the best—the lumper, or white potato, has suffered most.","['the north east', None, 'the north east, Ireland']","The, Hallgarth, Littletown, Pittington, County Durham, North East, England, DH6 1AB, United Kingdom",building,54.786996450000004,-1.4913096489266022,"['54.7869252', '54.7870858', '-1.4914466', '-1.4911866']"
"Although scarcely a field has escaped, yet circumstances appear to modify its effects. I have seen several fields sheltered by a wood or hill, from the north east, that have not more than one-fortieth marked, while the crop in those open to the north and east, have suffered most severely, and lea sowing, particularly where ashes was used as manure, are nearly all destroyed. In this neighbourhood the cup potato has escaped the best—the lumper, or white potato, has suffered most.","['lumper', None, 'lumper, Ireland']","Lumper, Lumperhof, Albertshofen, Ravensburg, Verwaltungsverband Mittleres Schussental, Landkreis Ravensburg, Baden-Württemberg, 88212, Deutschland",road,47.7732325,9.6316117,"['47.7725882', '47.7747514', '9.6293169', '9.6325533']"
"Farmers Gazette, November 1°*, 1845, page 442","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"2nd, Have them carefully picked on digging, and separate any that are diseased. 3rd, If the potatoes are tolerably dry and sound, they may be pitted in the following manner:—Place a tier of stones on the ground as large as the space intended to be occupied with potatoes, along the centre of which raise a heap of large stones of this shape; and having covered the stones with brambles and furze, pile the potatoes in the usual inamur cover them with straw and earth, leaving an open at each end of the stones to allow the air to circulate through the potatoes.","['manner:—Place', None, 'manner:—Place, Ireland']",,,,,
"Farmers Gazette, November 15', 1845, page 442","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Sir- I beg to acquaint you that all this part of the country is in a most dreadful state with the disease in the potato crop. It is really alarming; and if some means be not discovered, whereby to stop its progress, the destruction of this important crop, to a very serious extent, is inevitable. I commenced first to dig pinkeye potatoes for the Dublin market, on the second of this month, at which time I found a great many quite rotten. I picked about a barrel of them ; and having cut them into thin slices, laid them down on a barn floor, and strewed about a quarter of a stone of salt among them, making sure both sides of the sliced potatoes were equally salted. Two days after this had been done I went into the barn to look at them, but the smell was so offensive, that I could scarcely bear it. The salt had become dissolved, and was running all over the floor. The potatoes were allowed to remain in this state for two days longer, and on being examined then the smell was found entirely to have left them. I took them out, laid them in a small pit, and carefully covered the whole with straw and earth. On Saturday last I ex- amined them again, and found them quite safe: a little slaked June was then put amongst them; but, probably, they might have done without it. I have two or three hundred barrels of apple potatoes, the most of which are more or less affected. They have all been raised within the last fifteen days, and laid on dry straw in pits, at the rate of about two barrels to the yard, on a ridge having a fall to each side. The potatoes were mixed with alternate layers of straw, «wheat-chaff, and lime mixed j and I can safely assert, that since they","['Dublin', None, 'Dublin, Ireland']","Dublin, County Dublin, Leinster, Éire / Ireland",city,53.3493795,-6.2605593,"['53.2987342', '53.4105416', '-6.3870259', '-6.1148829']"
"Farmers Gazette, November 1*', 1845, page 442","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Yours, &c., JAMES MACKLEN, Edenmore, October 22, 1845.","['Edenmore', None, 'Edenmore, Ireland']","Edenmore, Derrygrath, The Municipal District of Cahir — Cashel, County Tipperary, Munster, Éire / Ireland",locality,52.37463805,-7.870141955403574,"['52.3724841', '52.3770535', '-7.8772022', '-7.8639594']"
"104  REPORT TO HIS EXCELLENCY BARON HEYTESBURY, LORD LIEUTENANT OF IRELAND","['HEYTESBURY', None, 'HEYTESBURY, Ireland']","Heytesbury, Wiltshire, England, United Kingdom",suburb,51.190923999999995,-2.0999991083434084,"['51.1269985', '51.2548544', '-2.1481110', '-2.0065385']"
"104  REPORT TO HIS EXCELLENCY BARON HEYTESBURY, LORD LIEUTENANT OF IRELAND","['IRELAND', None, 'IRELAND, Ireland']",Éire / Ireland,country,52.865196,-7.9794599,"['51.2220000', '55.6360000', '-11.0133788', '-5.6582363']"
"Farmers Gazette, November 1°', 1845, pages 442-443","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Farmers Gazette, November 1°, 1845, page 443","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
"Farmers Gazette, November 1°, 1845, page 443","['Farmers Gazette', None, 'Farmers Gazette, Ireland']",,,,,
